,0
1697,STUPID
1698,SUBMIT
1699,SUBTRACT
1700,SUCCEED
1701,SUCK
1702,SUFFER
1703,SUMMER
1704,SUMMON
1705,SUNc
1706,SUNDAY8
1707,SUNDAYb
1708,SUNo5
1709,SUNRISE
1710,SUNSETc
1711,SUNSETix
1712,SUPERIOR
1713,SUPPORT
1714,SUPPOSE
1715,SURF
1716,SURFACE
1717,SURGEON
1718,SURGERY
1719,SURPRISE
1720,SUSPEND
1721,SWALLOW
1722,SWEAR-IN
1723,SWEAT
1724,SWEATER
1725,SWEDEN
1726,SWEEP
1727,SWEET
1728,SWELL
1729,SWIM
1730,SWINDLE
1731,SWING
1732,SWORD
1733,SYDNEY
1734,SYMBOL
1735,SYSTEMs
1736,SYSTEMy
1737,TABLE
1738,TAIL
1739,TAIWAN
1740,TAKE-OFF
1741,TAKE
1742,TALK
1743,TALL
1744,TAPEth
1745,TAPEu
1746,TASTE
1747,TEA
1748,TEACH
1749,TEACHER
1750,TEAM
1751,TEASE
1752,TECH
1753,TEENAGER
1754,TEENY
1755,TEETH
1756,TELL
1757,TEMPT
1758,TEN
1759,TEND-TO
1760,TENNIS
1761,TENT
1762,TEST
1763,TEXAS
1764,TEXT
1765,THAN
1766,THAT
1767,THE-REST
1768,THEN
1769,THEORYt
1770,THEORYv
1771,THERAPY
1772,THErot
1773,THEstr
1774,THINasym
1775,THING
1776,THINK
1777,THINsym
1778,THIRSTY
1779,THIRTEEN
1780,THIS
1781,THREE-OF
1782,THREE
1783,THRILL
1784,THROUGH
1785,THROW
1786,THUMB
1787,THUMB_1
1788,TICKET
1789,TICKLE
1790,TIE
1791,TIGER
1792,TIME
1793,TIMEOUT
1794,TINY
1795,TIRED
1796,TISSUE
1797,TITLE
1798,TO-NAME
1799,TO
1800,TOAST
1801,TOBACCO
1802,TODAY
1803,TOGETHER
1804,TOMATOix
1805,TOMATOo
1806,TOMORROW
1807,TONGUE
1808,TONIGHT
1809,TOP
1810,TOPIC
1811,TORCH.mov
1812,TORONTO
1813,TOSS-OUT
1814,TOSS
1815,TOTAL
1816,TOUCH
1817,TOUGH
1818,TOWEL
1819,TOWN
1820,TOY
1821,TRACTOR
1822,TRAFFIC
1823,TRAIN
1824,TRAINING
1825,TRANSFER
1826,TRASH
1827,TREE
1828,TRENTON
1829,TRIANGLE
1830,TRIPLE
1831,TRITE
1832,TROPHY
1833,TROUBLE
1834,TRUCKc
1835,TRUCKt
1836,TRYa
1837,TRYs
1838,TRYt
1839,TSK-TSK
1840,TUESDAY
1841,TURN-ON
1842,TURN
1843,TURTLEix
1844,TURTLEth
1845,TWELVE.mov
1846,TWINSt
1847,TWINSv
1848,TWIRL
1849,TWO
1850,TYPE
1851,TYPING
1852,UGANDA
1853,UGLY
1854,UMBRELLA
1855,UNAWARE
1856,UNCLE
1857,UNDER
1858,UNIQUE
1859,UNKIND
1860,UNTIL
1861,UP-TO
1862,UP
1863,UPSET5
1864,UPSETv
1865,URUGUAY
1866,US
1867,USEb
1868,USED-TO
1869,VACUUM
1870,VALIDATE
1871,VALUE
1872,VAMOOSE
1873,VAMPIRE
1874,VANILLA
1875,VANISH
1876,VEGGIE
1877,VERB
1878,VERY
1879,VEST
1880,VIBRATE
1881,VIDEOs
1882,VIDEOvt
1883,VIOLIN
1884,VISION
1885,VISIT
1886,VISITOR
1887,VISITstr
1888,VITAMIN
1889,VLOG
1890,VOICE
1891,VOMIT
1892,VOTE
1893,WAFFLE
1894,WAIT
1895,WAITER
1896,WALK3
1897,WALKb
1898,WALL
1899,WALLET
1900,WANDER
1901,WANT
1902,WARfour
1903,WARN
1904,WARw
1905,WASH
1906,WASTE
1907,WATCH-TV
1908,WATCH
1909,WATER
1910,WAYb
1911,WAYw
1912,WEAK
1913,WEAR5
1914,WEARa
1915,WEARb
1916,WEDDING
1917,WEEK
1918,WEEKENDb
1919,WEEKENDw
1920,WEIGHu
1921,WEIRD
1922,WEix
1923,WELCOMEb
1924,WELCOMEw
1925,WEST
1926,WETch
1927,WETneut
1928,WHALE
1929,WHAT-DO
1930,WHAT-FOR
1931,WHAT-PU
1932,WHAT
1933,WHATEVER
1934,WHEEL
1935,WHEN
1936,WHERE
1937,WHICH
1938,WHILE
1939,WHIP
1940,WHISPER
1941,WHISTLE
1942,WHITE
1943,WHOb
1944,WHObent
1945,WHOflex
1946,WHOLE
1947,WHOmo
1948,WHY-NOT
1949,WHY
1950,WIDE
1951,WIFEb
1952,WIFEth
1953,WILL-GO
1954,WILLING
1955,WIN
1956,WIND
1957,WINDOW
1958,WINE
1959,WINK
1960,WIPE
1961,WISE
1962,WITCHns
1963,WITCHsym
1964,WITH
1965,WITHOUT
1966,WITNESS
1967,WOLF
1968,WOMAN5
1969,WOMANs5
1970,WONDER
1971,WOOD
1972,WORD
1973,WORK
1974,WORKER
1975,WORKSHOP
1976,WORLD
1977,WORM
1978,WORN-OUT
1979,WORRYb
1980,WORSE
1981,WOW
1982,WRESTLE
1983,WRITEbo
1984,WRONG
1985,YAY
1986,YEAH
1987,YEARi
1988,YEARs
1989,YELLOW
1990,YES
1991,YO-YO
1992,YOUNG
1993,ZEBRA
1994,ZERO
1995,ZILCH
1996,ZIPPER.mov
1997,ZIPPER
1998,ZOOM-IN
1999,ZOOM-OFF
2000,arms-cross
2001,babbling
2002,cover-ears
2003,raise-hand
2004,A-LITTLE-BIT
2005,ABOVEarc
2006,ABSOLUTELY-NOTHING
2007,ACCEPT-HARD
2008,ACCORDION
2009,ACCOUNTANT
2010,ACCUSTOMED
2011,ACQUIESCE
2012,ADVANTAGE
2013,ADVERTISE5
2014,ADVERTISEs
2015,AFFECTION
2016,AFGHANISTAN
2017,AFTERNOON
2018,AGGRESSIVE
2019,AGREEMENTix
2020,AIRPLANE-FLY
2021,ALL-DAY-AND-NIGHT
2022,ALL-MORNING
2023,ALL-NIGHT
2024,ALL-TOGETHER
2025,ALLERGYflex
2026,ALLERGYns
2027,AMERICAN-INDIAN
2028,AND-ETCarc
2029,AND-WHATNOT
2030,ANNOYINGtwist
2031,ANTLERSrep
2032,ANTLERSstr.mov
2033,APOSTROPHE
2034,APPOINTMENT
2035,APPROXIMATE
2036,APRIL-MONTH
2037,ARCHEOLOGY
2038,ARGENTINA
2039,ARMS-CompressedASB_
2040,ARTICULATE-SIGN
2041,ASTRONAUT
2042,ATTENTION
2043,AUNTtwist
2044,AUSTRALIA
2045,AUTOMATIC
2046,AWAY-GAME.mov
2047,AWFUL-WOW
2048,BABYSITTER
2049,BACHE-MARTIN
2050,BACHELOR
2051,BACK-BODY
2052,BACKGROUND
2053,BACKPACKa
2054,BACKPACKc
2055,BALANCEb
2056,BALANCEbb
2057,BALLOONcc
2058,BALTIMORE
2059,BANANAfull
2060,BANKRUPT
2061,BAPTISTel
2062,BAPTISTpa
2063,BASEBALLs
2064,BASEBALLt
2065,BASKETBALL5
2066,BASKETBALLthree
2067,BE-CAREFUL
2068,BE-CompressedASB_
2069,BEAT-BADLY
2070,BECAUSE-WHY8
2071,BECAUSE-WHYy
2072,BECAUSEonex
2073,BELIEVEix
2074,BELT-For
2075,BEST-FRIENDmo
2076,BEST-FRIENDneut
2077,BETWEEN-US
2078,BINOCULARSc
2079,BINOCULARSo
2080,BIRTH-DAY
2081,BIRTHDAY-BORN
2082,BIRTHDAY-CANDLES
2083,BIRTHDAY-EAR
2084,BIRTHDAY-HAPPY
2085,BIRTHDAY-SING
2086,BLANKETpull
2087,BLESS-CROSSf
2088,BLESS-CROSSu
2089,BLOW-UPix
2090,BLOW-UPnoix.mov
2091,BOILING-MAD
2092,BORDERLINE
2093,BOUNDARY
2094,BOW-AND-ARROW2
2095,BOW-AND-ARROW8
2096,BOWLINGpro
2097,BOWLINGsup
2098,BOYFRIENDbix
2099,BRAINSTORM
2100,BREAKDOWN
2101,BREAKFAST
2102,BREAKTIMEpro
2103,BRIDESMAID
2104,BROCCOLtwist
2105,BROTHERal
2106,BRUSH-HAIRs
2107,BRUSH-HAIRx
2108,BUFFANDBLUE
2109,BULGARIA
2110,BULLSHITbs
2111,BUOY-LIST
2112,BUOY-POINTER
2113,BUOY-THEME
2114,BURP-BABY
2115,BUSINESSsweep.mov
2116,BUSINESStap
2117,BUTTERFLY
2118,CAFETERIA
2119,CAKE-CUT
2120,CALCULATORasym
2121,CALCULATORb.mov
2122,CALIFORNIA
2123,CALM-DOWN
2124,CAMBODIA
2125,CANCELLATION
2126,CANDYdown
2127,CANDYrdown
2128,CANDYtwist
2129,CANTRAL
2130,CANTRAL-AMERICA
2131,CAR-BATTERY
2132,CARROTflex
2133,CARROTstr
2134,CATERPILLARarm
2135,CATERPILLARasym
2136,CATERPILLARb
2137,CATSUPix
2138,CELEBRATE
2139,CEREAL-BOWL
2140,CERTIFICATE
2141,CHALLENGE
2142,CHARACTERISTIC
2143,CHARACTERpa
2144,CHARACTERts
2145,CHATupdown
2146,CHEERLEADER
2147,CHICKENg
2148,CHOCOLATE-CANDY
2149,CHOCOLATE
2150,CHRISTIAN
2151,CHRISTMAS
2152,CHURCH-CompressedASB_
2153,CIGARETTE
2154,CITYtwist
2155,CLIMB-LADDER
2156,CLOSE-BOOK
2157,CLOSE-DOOR
2158,CLOSE-EYES
2159,CLOSE-LID
2160,CLOSE-WINDOWfa
2161,CLOSE-WINDOWhand
2162,CLOSED-CAPTION
2163,CLOSETcc
2164,CLOUDneut
2165,CLOWNtwist
2166,COCACOLA
2167,COCHLEAR-IMPLANT
2168,COIN-For
2169,COLLECTIVE-OTHERS
2170,COLORADOarm
2171,COLORADOdo
2172,COLORADOwig
2173,COME-HERE
2174,COMFORTABLE
2175,COMMENT-UPON
2176,COMMENTf
2177,COMMITTEE
2178,COMMUNICATION
2179,COMMUNITY
2180,COMPLAIN
2181,COMPLETELY
2182,COMPLEXflex
2183,COMPLEXwig
2184,COMPUTER-ARM
2185,COMPUTER-MOUSE
2186,COMPUTER
2187,CONFIDENT
2188,CONGRATULATIONS
2189,CONTINUE
2190,CONTRACT
2191,CONVERGE5
2192,CONVINCEb
2193,CONVINCEbb
2194,COOK-CHEF
2195,COOL-WEATHER
2196,COORDINATE
2197,CORKSCREW
2198,CORONAVIRUS-FOR
2199,COUNSELOR
2200,COUNTRYb
2201,COUNTRYy
2202,CRACK-UPstr
2203,CRACK-UPwig
2204,CRAZY-ABOUT
2205,CRAZYfive
2206,CREDIT-CARD
2207,CRESHEIM-SCHOOL
2208,CROCODILE
2209,CROISSANT
2210,CROSS-HEART
2211,CULTUREc
2212,CURIOUSf
2213,CURLY-HAIR
2214,CURRICULUM
2215,CZECH-REPUBLIC
2216,DANCE-STEP
2217,DANGEROUSasym
2218,DANGEROUSsym
2219,DEAFSCHOOL
2220,DEAL-CARDS
2221,DECIDEnoix
2222,DECREASEb
2223,DELIBERATE
2224,DELICIOUS
2225,DEODORANTrot
2226,DEODORANTstr
2227,DEPARTMENT-STORE
2228,DEPARTMENT
2229,DEPLETED
2230,DEPRESSED
2231,DIAMONDtap
2232,DIAMONDzig
2233,DIFFERENTrot
2234,DINOSAURb
2235,DINOSAURd
2236,DIRECTORcx
2237,DIRTY-TALK
2238,DISAGREEMENT
2239,DISAGREEMENT
2240,DISAPPEAR
2241,DISAPPOINT
2242,DISCONNECT8
2243,DISCONNECTf
2244,DISCOURSE
2245,DISCRIMINATE
2246,DISENGAGE
2247,DISGUSTED
2248,DIVERSITY
2249,DOCTOR-STETHOSCOPE
2250,DOCTORdpa
2251,DOCTORvpa
2252,DOCUMENT-MIND
2253,DOGslapsnap
2254,DOMINICAN-REPUBLIC
2255,DON'T-CARE
2256,DON'T-FEEL-LIKE
2257,DON'T-HAVE
2258,DON'T-KNOWrot
2259,DON'T-KNOWsym
2260,DON'T-LIKE
2261,DON'T-MIND
2262,DON'T-NEED
2263,DON'T-WANT
2264,DORMITORY
2265,DOWNSIZErot
2266,DOWNSIZEstr
2267,DRESSING
2268,DRILL-INTOns
2269,DRILL-INTOpa
2270,DUMBFOUNDED
2271,EACH-OTHER
2272,EARLY-TIME
2273,EARTHQUAKE
2274,EARx-For
2275,EASTERrot-For
2276,EASTERstr-For
2277,EAT-MORNING
2278,EAT-NIGHT
2279,EDUCATION
2280,EGO-For
2281,EGYPT-For
2282,EIGHT-HOURSneut
2283,EIGHT-HOURSrot
2284,EIGHT-HUNDREDc
2285,EIGHT-HUNDREDflick
2286,EIGHT-MONTHS
2287,EIGHT-OF
2288,EIGHT-YEARS-OLD
2289,EIGHTYneut
2290,ELECTRICIAN.mov
2291,ELEMENTARY-SCHOOL
2292,ELIMINATE
2293,EMBARRASS-For
2294,ENCOURAGE
2295,ENERGY-OFF
2296,ENERGY-ON
2297,ENGAGEMENT.mov
2298,ENGINEERING
2299,ENVIRONMENTe
2300,ENVIRONMENTix
2301,EQUALITY
2302,ERASER-For
2303,ESCALATOR
2304,ESTABLISH
2305,ETHIOPIA
2306,EUROPEtap.mov
2307,EVALUATE-For
2308,EVERY-MONDAY
2309,EVERY-MORNING
2310,EVERY-NIGHT
2311,EVERY-THURSDAY
2312,EVERY-TUESDAY
2313,EVERY-YEAR
2314,EVERYTHING
2315,EXAMPLEera
2316,EXAMPLEix
2317,EXERCISEpro
2318,EXERCISEsup.mov
2319,EXPENSIVE.mov
2320,EXPERIENCE
2321,EXPERIMENT
2322,EXPLANATION
2323,EXPLORER
2324,EYE-PATCH
2325,EYEGLASSES
2326,FACIAL-EXPRESSION
2327,FALL-ASLEEP
2328,FALL-DOWN
2329,FASCINATED
2330,FASHION-MODEL
2331,FASTflick
2332,FASTonexth
2333,FATHERstr
2334,FATHERwig
2335,FEBRUARYf
2336,FEBRUARYv
2337,FEET-WALK
2338,FIFTY-EIGHT
2339,FIFTY-FIVE
2340,FIFTY-FOUR
2341,FIFTY-NINE
2342,FIFTY-ONE
2343,FIFTY-SIX
2344,FIFTY-THREE
2345,FIFTY-TWO
2346,FIFTYneut
2347,FILM-ROLL
2348,FILMba-For
2349,FINGERS-CROSSED
2350,FINGERSPELL.mov
2351,FINGERSPELLING
2352,FINGERSwig
2353,FIRECRACKER
2354,FIREFIGHTERb
2355,FIREFIGHTERc
2356,FIRSTtwist
2357,FIVE-DOLLARS
2358,FIVE-HUNDREDc
2359,FIVE-HUNDREDrep
2360,FIVE-MINUTES
2361,FIVE-THOUSAND
2362,FIVE-WEEKS-AGOarc.mov
2363,FIVE-WEEKS-AGOtwist.mov
2364,FIVE-WEEKS.mov
2365,FIVE-YEARS-OLD
2366,FLASHLIGHT.mov
2367,FLAT-TIRE
2368,FOOTBALL-BALL
2369,FOREIGNERb.mov
2370,FOREIGNERf.mov
2371,FORTY-FIVE
2372,FORTY-FOUR
2373,FORTY-NINE
2374,FORTY-ONE
2375,FORTY-SEVEN
2376,FORTY-SIX
2377,FORTY-THREE
2378,FORTY-TWO
2379,FORTYshake
2380,FOUR-DAYS-For
2381,FOUR-HOURSneut.mov
2382,FOUR-HOURSrot.mov
2383,FOUR-HUNDRED
2384,FOUR-HUNDREDc
2385,FOUR-OCLOCK.mov
2386,FOUR-THOUSAND
2387,FOUR-WEEKS-AGOarc.mov
2388,FOUR-WEEKS-AGOtwist.mov
2389,FOUR-WEEKS.mov
2390,FOUR-YEARS-OLD
2391,FRATERNITY
2392,FREAK-OUT
2393,FRENCH-FRIES
2394,FROM-THEN-ON
2395,FRUITflex
2396,FRUSTRATED
2397,FUN-ZEROasym
2398,FUN-ZEROb
2399,FURNITURE
2400,FUTUREstr
2401,FUTUREwig
2402,GALLAUDETrep.mov
2403,GALLAUDETrep
2404,GALLAUDETstr
2405,GENERATIONb
2406,GENERATIONg
2407,GESTICULATE
2408,GET-ATTENTION
2409,GET-IN-BED
2410,GET-TOGETHER
2411,GIBBERISH
2412,GIRLFRIEND
2413,GO-AHEAD
2414,GO-BACK-AND-FORTH
2415,GO-THROUGH
2416,GOAT-BEARD
2417,GOOD-ENOUGH
2418,GOOD-FRIENDS
2419,GOVERNMENT
2420,GRADE-Aneut
2421,GRADE-Apa
2422,GRADE-Bneut
2423,GRADE-Bpa
2424,GRADE-Cneut
2425,GRADE-Cpa
2426,GRADE-Dneut
2427,GRADE-Dpa
2428,GRADE-Fneut
2429,GRADE-Fpa
2430,GRADUATE-SCHOOL
2431,GRANDFATHER
2432,GRANDMOTHER
2433,GRANDPARENTS
2434,GRASSHOPPER
2435,GREEN-BEAN
2436,GROSSfromTX
2437,GUATEMALA
2438,GULLIBLE
2439,HAD-ENOUGH
2440,HAIRDRYER
2441,HAITIcircle
2442,HAITItap
2443,HAITItaphi
2444,HALF-HOUR
2445,HALLOWEENb
2446,HALLOWEENv
2447,HAMBURGER
2448,HAND-TINGLE
2449,HANDLE-SITUATION
2450,HANDS-OFF
2451,HANDSOME
2452,HANDSPEAK
2453,HANGOVER
2454,HANUKKAH
2455,HARD-OF-HEARING
2456,HARMONICA
2457,HARRISBURG
2458,HAT-BRIMasym
2459,HAT-BRIMsym
2460,HEAD-BACK
2461,HEADPHONES
2462,HEADTRIP
2463,HEARING-AIDo
2464,HEARING-AIDx
2465,HEART-BODY
2466,HEART-SHAPE
2467,HELICOPTER5
2468,HELICOPTERa
2469,HELICOPTERix
2470,HELICOPTERthree
2471,HELMETaltvar
2472,HELMETarc
2473,HELMETarc
2474,HELMETstr
2475,HERE-HERE
2476,HIT-STICK
2477,HO-CHI-MINH
2478,HOLD-HANDS
2479,HONEY-NECTAR
2480,HONEYmostr
2481,HONG-KONG
2482,HONORIFIC
2483,HONORIFIC_1
2484,HOPEnoix
2485,HORIZONTAL-BLINDS
2486,HORRIBLE.mov
2487,HOSPITAL-HEAD
2488,HOSPITAL-PATIENT
2489,HOSPITALheadb
2490,HOUSEPLANT
2491,HOW-HOWpinky
2492,HOW-HOWth
2493,HUNDREDix
2494,HUNTSVILLE
2495,HURRICANE
2496,HYPOCRITE
2497,i(acknowledgement)
2498,i(bite-nails)
2499,i(careful)
2500,i(confused)
2501,i(cover-mouth)
2502,i(delicious)
2503,i(disbelief)-
2504,i(dismiss)
2505,i(effort)
2506,i(excited)
2507,i(false-start)
2508,i(fed-up)
2509,i(flounder)
2510,i(i-know)
2511,i(i-mean-it)
2512,i(not-me)
2513,i(ponder)
2514,i(pucker)
2515,i(raspberry)
2516,i(rub-hands)
2517,i(scared)
2518,i(shocked)
2519,i(surprised)
2520,i(thumbs-up)
2521,i(touch-heart)
2522,i(what-up)
2523,i(whatever)
2524,I-LOVE-YOU
2525,ICE-CREAMu
2526,ICE_CREAMu.mov
2527,IDENTIFYi
2528,IMPORTANT
2529,IMPOSSIBLE
2530,IMPRESSION
2531,IN-THE-AIR
2532,INCREDIBLE
2533,INDEPENDENT
2534,INDIVIDUAL
2535,INDOCTRINATE
2536,INDONESIA
2537,INFECTION
2538,INFLUENCE
2539,INSTAGRAM
2540,INSTITUTE
2541,INSURANCE
2542,INTELLIGENT
2543,INTERCOURSE
2544,INTERESTING
2545,INTERNALIZE
2546,INTERNATIONAL
2547,INTERPRET
2548,INTERPRETER
2549,INTERVENE
2550,INTERVIEW
2551,INTRODUCE
2552,INVESTIGATE
2553,INVOLVEstr
2554,ITCH-HAND
2555,IXarc
2556,IXtracing
2557,JAW-DROPasym
2558,JEALOUSix
2559,JEALOUSpinky
2560,JIGSAW-PUZZLE
2561,JUICEneut
2562,JUMP-ROPE
2563,JUST-IN-CASE.mov
2564,JUST-PERFECT
2565,KEEP-GOING
2566,KEEP-QUIET
2567,KINDERGARTENasym
2568,KINDERGARTENb
2569,KISS-FIST
2570,KISS-MOUTHmo
2571,KISS-MOUTHstr
2572,KISS-ON-CHEEK
2573,KITCHEN-ROOM
2574,KNEES-BUCKLE
2575,KNITTING2
2576,KNOCK-OFF
2577,KNOCK-OUT
2578,KNOW-NOTHINGf
2579,KNOW-NOTHINGo
2580,KNOW-THAT
2581,KNOWLEDGE
2582,LANGUAGEf
2583,LANGUAGEl
2584,LAST-WEEK
2585,LAST-YEAR
2586,LATERasym
2587,LAUNDRYphilvar
2588,LAWNMOWER
2589,LEAF-SHAPE
2590,LEAVE-ALONE
2591,LEFT-HAND
2592,LEGAL-RIGHT
2593,LEMONbend
2594,LEMONflex
2595,LESS-THAN
2596,LIGHT-SHINE
2597,LIGHT-WEIGHT
2598,LIGHTNING
2599,LINE-OF-PEOPLE
2600,LINGUISTICS
2601,LIST-ITEMS
2602,LISTENthree
2603,LITHUANIA
2604,LOLLIPOPdown
2605,LONG-AGOneut
2606,LONG-AGOpro
2607,LONG-BOOTS
2608,LONG-TIME
2609,LONG-WORD
2610,LOOK-APPEARANCE
2611,LOOK-BACK
2612,LOOK-FORWARD
2613,LOOK-LIKE
2614,MAGAZINE
2615,MAINSTREAM
2616,MAKE-BELIEVE
2617,MAKE-FUN-OF
2618,MAKE-MISTAKE
2619,MALAYSIA
2620,MAPLE-SYRUP
2621,MARCH-MONTH
2622,MARIONETTE
2623,MASTICATE
2624,MCDONALD'S.mov
2625,MCDONALDS
2626,MECHANICv
2627,MECHANICvb
2628,MELBOURNE
2629,MENTIONix
2630,MENTIONnoix
2631,METAL-SOLID
2632,METAPHORx
2633,MICKEY-MOUSE
2634,MICROSCOPEflex
2635,MICROSCOPEwig
2636,MICROWAVE
2637,MIND-BLANK
2638,MIND-TURNED5
2639,MIND-TURNEDix
2640,MISCHIEVOUS
2641,MISUNDERSTAND
2642,MODEL-TYPE
2643,MOPaltvar
2644,MOSQUITO-HAND
2645,MOSQUITO-NOSE
2646,MOTHERstr
2647,MOTHERwig
2648,MOTORCYCLE
2649,MOUTH-TALK
2650,MOUTH-THERMOMETER
2651,MOVE-ASIDE
2652,MOVE-AWAYb5
2653,MOVE-AWAYbv
2654,MOVE-BACK
2655,MOZAMBIQUE
2656,MUSTACHErep
2657,MUSTACHEtwist
2658,NAIL-CLIPPERS
2659,NAILPOLISHf
2660,NAILPOLISHu
2661,NAPKINrub
2662,NETHERLANDS
2663,NETWORKsym
2664,NEW-LONDON
2665,NEW-ZEALAND
2666,NEXT-WEEKarc
2667,NEXT-WEEKtwist
2668,NEXT-YEAR
2669,NICARAGUArep
2670,NICARAGUAstr
2671,NINE-DAYS.mov
2672,NINE-HOURSneut.mov
2673,NINE-HOURSrot.mov
2674,NINE-HUNDREDc.mov
2675,NINE-HUNDREDrep.mov
2676,NINE-MINUTES.mov
2677,NINE-OCLOCK
2678,NINE-THOUSAND.mov
2679,NINE-WEEKS.mov
2680,NINE-YEARS-OLD.mov
2681,NINETEENrep
2682,NINETEENrub
2683,NINETEENtwist
2684,NINETY-EIGHT
2685,NINETY-FIVE
2686,NINETY-FOUR.mov
2687,NINETY-NINE.mov
2688,NINETY-ONE.mov
2689,NINETY-SEVEN
2690,NINETY-SIX
2691,NINETY-THREE.mov
2692,NINETY-TWO.mov
2693,NINETYneut.mov
2694,NO-BIG-DEAL
2695,NO-DON'T
2696,NONEarc-For
2697,NORTH-KOREA
2698,NOT-A-THING
2699,NOT-INTERESTEDfh
2700,NOT-INTERESTEDns
2701,NOT-WANT
2702,NOTHING-AT-ALL
2703,NS(SignBank).mov
2704,OBSESSix
2705,OBSESSnoix.mov
2706,OCEANWAVE
2707,OF-COURSE.mov
2708,OF-COURSE
2709,OFF-THE-POINT
2710,ON-PHONE
2711,ONE-FOURTH
2712,ONE-HOURneut.mov
2713,ONE-HOURrot.mov
2714,ONE-MONTH
2715,ONE-MOREix
2716,ONE-MOREsym
2717,ONE-OCLOCK.mov
2718,ONE-THOUSAND
2719,ONE-WEEK.mov
2720,ONE-YEAR-AGO.mov
2721,ONE-YEAR-OLD
2722,ONLY-SELF_1
2723,ONTO-NEXTdown
2724,ONTO-NEXTside
2725,OPEN-BOOK
2726,OPEN-DOOR
2727,OPEN-WINDOW
2728,OPINIONshake
2729,OPINIONstr
2730,OPPORTUNITY
2731,OREGONcir
2732,ORGANIZATION
2733,OVERNIGHT
2734,OVERTAKE
2735,OVERWHELM
2736,PACIFIERo
2737,PACIFIERx
2738,PAINTBRUSH
2739,PAKISTAN
2740,PANTS-LEG
2741,PAPERCUTTER
2742,PARACHUTE
2743,PARAGUAY
2744,PARKphilvar
2745,PARLIAMENT
2746,PASS-THROW
2747,PASSPORT
2748,PEABRAIN
2749,PEABRAINb
2750,PEACE-OUT
2751,PEANUT-BUTTER
2752,PEEK-A-BOO
2753,PEEL-OFF
2754,PENNSYLVANIApa
2755,PEOPLEdis
2756,PEPSIdown
2757,PEPSIstr
2758,PERFECTfrot
2759,PERFUME5
2760,PERMITphilvar_canalsomeanstore
2761,PERSPECTIVE
2762,PHILADELPHIAp
2763,PHILADELPHIAzig
2764,PHILOSOPHYp
2765,PHILOSOPHYwig
2766,PHOTOGRAPHY
2767,PHYSICAL-HEALTH8
2768,PHYSICAL-HEALTHk
2769,PICKLEstr
2770,PICKLEtap
2771,PICKLEtwist
2772,PICNIC-BASKET
2773,PICNIC-CHEST3
2774,PICNIC-CLAP
2775,PICNIC-EAT
2776,PICNIC-NAPKIN
2777,PICNIC-SAUSAGE
2778,PIE-SLICE
2779,PINCHERix
2780,PINEAPPLE-CUT
2781,PINEAPPLE-LEAVES
2782,PINKthree
2783,PIZZA-SPIN
2784,PLAYGROUND
2785,POLITICSp
2786,POPSICLE
2787,PORCUPINE
2788,PRESBYTERIAN
2789,PRESIDENT
2790,PRINCIPAL
2791,PRIOR-TOarc
2792,PROBLEMstr
2793,PROBLEMtwist
2794,PRODUCE-SIGN
2795,PROPORTION
2796,PROTECTcross
2797,PROTECTION
2798,PROXIMALIZATION
2799,PSYCHOLOGIST
2800,PSYCHOLOGY
2801,PUBLICATION
2802,PURPLE-COLOR
2803,PUSH-ASIDE
2804,QUICKflex
2805,QUOTE-CompressedASB_
2806,RABBIT-EARS
2807,RACCOONostr
2808,RAISE-UP
2809,REALLY-INTO
2810,RECENTflex
2811,RECENTtap
2812,REFRIGERATOR
2813,RELATIONSHIP
2814,RELATIVE-THAT
2815,RELIGIONthcontra.mov
2816,RELIGIONthipsi
2817,REMEMBERfh
2818,REMEMBERsym
2819,REMINDasym
2820,REMOTE-CONTROL
2821,REQUIREMENT
2822,RESEARCHix
2823,RESEARCHr
2824,RESPONSIBILITY
2825,RESTAURANT
2826,RESTAURANTphilvar
2827,RESTROOM
2828,REVENGEns
2829,REVENGEsym
2830,RIDICULOUS
2831,RIGHT-HAND
2832,RIGHT-HERE
2833,RIVERnoix
2834,RIVERSIDE
2835,ROCKEThordown
2836,ROCKEThorup
2837,ROLL-UP-SLEEVES
2838,ROLLERBLADE
2839,ROLLERSKATES
2840,RUNNY-NOSE
2841,SAINT-PAUL
2842,SAME-SAME
2843,SAME-TIME
2844,SANDWICHb
2845,SANDWICHclap
2846,SANDWICHhold
2847,SANTA-CLAUS
2848,SAVE-MONEY
2849,SAY-NO-TO
2850,SCAR-MEMORY
2851,SCARCELY
2852,SCARFclosed
2853,SCARFopen
2854,SCIENTIST
2855,SCISSORS-CUT
2856,SCOTCH-TAPE
2857,SCREWDRIVER
2858,SCROLL-DOWN
2859,SECONDtwist
2860,SECRETARYp
2861,SECRETARYu
2862,SEE-WITNESS
2863,SEE-ZEROasym
2864,SEE-ZEROb
2865,SEIZE-GRAB
2866,SELFneut
2867,SEMESTER
2868,SENIOR-CITIZENs
2869,SENIOR-CITIZENsc
2870,SENSITIVE
2871,SET-RECORD5s
2872,SET-RECORDs-For
2873,SET-UPstr
2874,SEVEN-DAYS.mov
2875,SEVEN-HOURSneut.mov
2876,SEVEN-HOURSrot.mov
2877,SEVEN-MINUTES.mov
2878,SEVEN-OCLOCK.mov
2879,SEVEN-OF
2880,SEVEN-THOUSAND.mov
2881,SEVEN-WEEKS.mov
2882,SEVEN-YEARS-OLD
2883,SEVENTEENrep.mov
2884,SEVENTEENrub-For
