word,lemma,pos,frequency
questioned,question,VERB,1
hieho,hieho,PROPN,1
beware,beware,VERB,1
hi_ho,hi_ho,PROPN,1
hi_o,hi_o,INTJ,1
hi_ho,hi_ho,X,1
bobobo,bobobo,INTJ,1
gloppie,gloppie,NOUN,1
det,det,VERB,1
refrige,refrige,NOUN,1
gloop,gloop,NOUN,1
glooping,gloop,VERB,1
burny,burny,ADJ,1
grout,grout,NOUN,1
grouting,grouting,NOUN,1
ellipsis,ellipsis,NOUN,1
clearest,clear,ADJ,1
t,t,DET,1
instigated,instigate,VERB,1
convincingly,convincingly,ADV,1
supportive,supportive,ADJ,1
defending,defend,VERB,1
sawkie,sawkie,NOUN,1
warm,warm,ADV,1
poodle,poodle,VERB,1
dixon,Dixon,PROPN,1
forgave,forgive,VERB,1
umbah,umbah,PROPN,1
recept,recept,NOUN,1
sponging,spong,VERB,1
dozens,dozen,NOUN,1
shika_burds,shika_burds,PROPN,1
iwa,iwa,INTJ,1
shikaburds,shikaburds,PROPN,1
bur,bur,PROPN,1
nuhuh,nuhuh,ADV,1
princess_kenisha,Princess_Kenisha,PROPN,1
twobod,Twobod,PROPN,1
bulkina,Bulkina,PROPN,1
fu,fu,X,1
doggy_dog,Doggy_Dog,PROPN,1
annie_yolk,Annie_Yolk,PROPN,1
moosey_moosey,Moosey_Moosey,PROPN,1
neesheema,neesheema,PROPN,1
_moose,_Moose,PROPN,1
montgomery_good_news,Montgomery_Good_News,PROPN,1
mooses,moose,ADJ,1
beware,beware,NOUN,1
hihee,hihee,PROPN,1
zipper_cat,Zipper_Cat,PROPN,1
bububabafu,bububabafu,PROPN,1
mister_buggie_bee,Mister_Buggie_Bee,PROPN,1
temple,temple,NOUN,1
boostered,booster,VERB,1
boost,boost,VERB,1
rears,rear,VERB,1
scaredy,Scaredy,PROPN,1
_cat,_Cat,PROPN,1
sra,sra,NOUN,1
beware,beware,ADJ,1
grey_guy,Grey_Guy,PROPN,1
ts,t,VERB,1
random,random,ADJ,1
fu,fu,PROPN,1
arr,arr,ADV,1
conks,conk,VERB,1
rascal,rascal,VERB,1
gangsters,gangster,NOUN,1
fou,fou,ADJ,1
jurey,jurey,NOUN,1
lung,lung,NOUN,1
sand,Sand,PROPN,1
tha,than,AUX,1
plenty,plenty,VERB,1
kleene,kleene,PROPN,1
forcefield,forcefield,NOUN,1
captive,captive,NOUN,1
compartments,compartment,NOUN,1
cl,cl,VERB,1
jest,jest,NOUN,1
chewby,Chewby,PROPN,1
invis,Invis,PROPN,1
prisoner,prisoner,NOUN,1
nyeer,nyeer,NOUN,1
wak,want,VERB,1
contact,contact,VERB,1
b_one,B_one,PROPN,1
-d,-d,PUNCT,1
flang,flang,VERB,1
noth,noth,PART,1
ellery,Ellery,PROPN,1
sarge,sarge,NOUN,1
bzoom,bzoom,NOUN,1
alwa,alwa,INTJ,1
unspoiled,unspoiled,ADJ,1
little_one,Little_One,PROPN,1
toapie_egg,toapie_egg,NOUN,1
wron,wron,NOUN,1
chad_of_the_jungle,Chad_of_the_Jungle,PROPN,1
big_league_chew,Big_League_Chew,PROPN,1
cheel,cheel,VERB,1
turquoi,turquoi,NOUN,1
chechechoo,chechechoo,PROPN,1
curs,Cur,PROPN,1
tur,tur,ADJ,1
teecur,teecur,NOUN,1
striped,striped,NOUN,1
iris,iris,NOUN,1
worg,worg,NOUN,1
sharon's,Sharon',PROPN,1
sherri's,Sherri's,PROPN,1
parkers,Parkers,PROPN,1
harmonizers,harmonizer,NOUN,1
toapyegg,toapyegg,NOUN,1
wanna,wanna,PUNCT,1
chen,chen,PROPN,1
stron,stron,ADJ,1
fishing_rod,fishing_rod,NOUN,1
moss,Moss,PROPN,1
waa,wai,VERB,1
pidgin,pidgin,NOUN,1
eesh,eesh,VERB,1
sen,sen,VERB,1
fo,of,X,1
handwriting,handwrite,VERB,1
naddy,naddy,NOUN,1
mcnully,McNully,PROPN,1
gonkur,gonkur,NOUN,1
owa,owa,PROPN,1
feigi,feigi,ADJ,1
feigi,feigi,NOUN,1
maddest,madd,ADJ,1
minesweeper,minesweeper,NOUN,1
pi,pi,ADV,1
dr,die,VERB,1
cicu,Cicu,PROPN,1
underarm,underarm,ADJ,1
underpoops,underpoop,NOUN,1
hardeeharhar,hardeeharhar,PROPN,1
greystroke,Greystroke,PROPN,1
marie_is,Marie_Is,PROPN,1
jabba_the_hut,Jabba_The_Hut,PROPN,1
poost,poost,NOUN,1
shicks,shicks,INTJ,1
belted,belt,VERB,1
wham,wham,INTJ,1
sunset,sunset,ADJ,1
babababoosh,babababoosh,PROPN,1
cour,Cour,PROPN,1
catapult,catapult,NOUN,1
skyscraper,Skyscraper,PROPN,1
youdi,youdi,INTJ,1
mhiabbi,mhiabbi,NOUN,1
gloria's,Gloria',PROPN,1
mobby,mobby,NOUN,1
serbys,serby,NOUN,1
bam_bam's,Bam_Bam's,PROPN,1
minestorms,Minestorm,PROPN,1
minestorms,minestorm,NOUN,1
one's,One's,PROPN,1
atackatrack,atackatrack,NOUN,1
geranium,geranium,NOUN,1
little_one,little_one,X,1
crucial,crucial,ADJ,1
accused,accuse,VERB,1
aleck,aleck,NOUN,1
aleck,Aleck,PROPN,1
shoong,shoong,INTJ,1
minefield_one,Minefield_one,PROPN,1
firethrowers,firethrower,NOUN,1
bertha,Bertha,PROPN,1
attack_achu,attack_achu,X,1
attack_track,attack_track,X,1
orang,orang,ADJ,1
attack_track,attack_track,PROPN,1
argumentative,argumentative,ADJ,1
attracker_track,attracker_track,PROPN,1
attacker_track,attacker_track,NOUN,1
attackatrack,attackatrack,NOUN,1
pretty_ponies,Pretty_Pony,PROPN,1
rit,rit,NOUN,1
reward,reward,VERB,1
fel,felr,VERB,1
loused,louse,VERB,1
discoursewise,discoursewise,VERB,1
maha,maha,NOUN,1
pink,pink,INTJ,1
cobblers,cobbbler,NOUN,1
tailors,tailor,NOUN,1
baakehniya,baakehniya,PROPN,1
beat_up,Beat_Up,PROPN,1
uppy,uppy,INTJ,1
oiyee,oiyee,PROPN,1
ec,ec,NOUN,1
eced,eced,NOUN,1
hous,hous,NOUN,1
kiken,kiken,NOUN,1
repairing,repairing,NOUN,1
lyons,Lyons,PROPN,1
bef,bef,ADV,1
likeness,likeness,NOUN,1
dumbhead,dumbhe,VERB,1
smack,smack,ADV,1
lickerty,lickerty,NOUN,1
remem,remem,NOUN,1
generator,generator,NOUN,1
sill,sill,INTJ,1
anydays,anydays,ADV,1
anydays,anyday,NOUN,1
strands,strand,NOUN,1
egyptian_mummy,Egyptian_Mummy,PROPN,1
rushin,rushin,NOUN,1
idiotic,idiotic,ADJ,1
nyap,nyap,PROPN,1
nyap_nyap,nyap_nyap,NOUN,1
nyaump,nyaump,PROPN,1
'll,will,PROPN,1
angr,angr,ADJ,1
whup,whup,ADV,1
furnaces,furnace,NOUN,1
wracking,wracking,NOUN,1
tron_cycle,Tron_cycle,PROPN,1
waaa,waaa,PROPN,1
tracking,tracking,NOUN,1
hand_cuffededing,hand_cuffeded,VERB,1
jowls,jowl,NOUN,1
whatsy,whatsy,NOUN,1
pongs,pong,VERB,1
gravestones,gravestone,NOUN,1
pinga,pinga,X,1
flimsy,flimsy,ADJ,1
scaring,scare,NOUN,1
bosk,Bosk,PROPN,1
wanker,wanker,NOUN,1
ho_ho_ho_ho_ho,ho_ho_ho_ho_ho,PROPN,1
tracked,track,VERB,1
wa,Wa,PROPN,1
abscessed,abscess,VERB,1
niagra_falls,Niagra_Falls,PROPN,1
ail,ail,INTJ,1
captain_bob,Captain_Bob,PROPN,1
taffy,taffy,NOUN,1
dog,dog,INTJ,1
space,space,VERB,1
heiyahh,heiyahh,PROPN,1
franken,Franken,PROPN,1
bom_bom,bom_bom,PROPN,1
honeymoon,honeymoon,NOUN,1
intelligence,intelligence,NOUN,1
caterkidder,caterkidder,NOUN,1
cater,cater,ADJ,1
pillars,pillar,NOUN,1
winkin,winkin,ADJ,1
bowie,bowie,PROPN,1
lineyman,Lineyman,PROPN,1
rideyman,Rideyman,PROPN,1
liney,Liney,PROPN,1
crackling,crackling,NOUN,1
ritz,ritz,NOUN,1
caddy,caddy,NOUN,1
drank,drink,NOUN,1
sniffin,sniffin,NOUN,1
goopy,goopy,ADJ,1
pro,Pro,PROPN,1
tri,be,AUX,1
pirate's,pirate',NOUN,1
requests,request,NOUN,1
earplugs,earplug,NOUN,1
chikachikachikachikachika,chikachikachikachikachika,PROPN,1
geography,geography,NOUN,1
kggg,kggg,NOUN,1
clownies,clowny,NOUN,1
sideways,sideways,ADJ,1
crack,crack,ADJ,1
little_red_caboose,little_red_caboose,X,1
ali_baba_and_the_forty_thieves,ali_baba_and_the_forty_thieves,X,1
chitty_chitty_bang_bang,Chitty_chitty_bang_bang,PROPN,1
ethel,Ethel,PROPN,1
blarney,blarney,NOUN,1
goi,goi,ADJ,1
except,except,PUNCT,1
wer,be,AUX,1
emphatically,emphatically,ADV,1
sugar_pops,sugar_pop,NOUN,1
sugar_snaps,Sugar_Snap,PROPN,1
envel,envel,NOUN,1
chris,chris,PROPN,1
forgot,forget,X,1
ridey,Ridey,PROPN,1
cloud_c,Cloud_C,PROPN,1
whoopsh,whoopsh,ADJ,1
nnnnyaum,nnnnyaum,PROPN,1
nnnyaum,nnnyaum,PROPN,1
ka_pshh,ka_pshh,PROPN,1
dad_dad,Dad_Dad,PROPN,1
imperial,imperial,NOUN,1
nice_nice,nice_nice,PROPN,1
airmasks,airmask,NOUN,1
wul_bats,Wul_bats,PROPN,1
wul_bat,Wul_bat,PROPN,1
r_two,R_two,PROPN,1
wulp_bats,Wulp_bats,PROPN,1
nnnyaaerm,nnnyaaerm,PROPN,1
tempermental,tempermental,ADJ,1
pugnot,Pugnot,PROPN,1
visidsɛs,visissɛ,NOUN,1
vidithɛg,vidithɛg,PROPN,1
vidɛrdɛrd,vidɛrdɛrd,PROPN,1
vidɛrdɛrs,vidɛrdɛr,NOUN,1
yeowed,yeowed,ADJ,1
pickyup,pickyup,NOUN,1
hypothetical,hypothetical,NOUN,1
shwhew,Shwhew,PROPN,1
disappointment,disappointment,NOUN,1
soopie,Soopie,PROPN,1
chocly,chocly,NOUN,1
sme,sme,INTJ,1
apeman,apeman,NOUN,1
doctor,doctor,VERB,1
peeper,peeper,NOUN,1
reddy_fox's_sudden,reddy_fox's_sudden,X,1
snoopy_cool,Snoopy_Cool,PROPN,1
then,then,X,1
raar,,X,1
retu,retu,NOUN,1
returns,return,NOUN,1
twosome,twosome,ADJ,1
frenzy,frenzy,ADJ,1
shipping,shipping,NOUN,1
someti,someti,PROPN,1
peelin,peelin,VERB,1
cerea,cerea,NOUN,1
coloring_book,coloring_book,NOUN,1
maraschino,maraschino,NOUN,1
haven,haven,NOUN,1
peters's,Peters's,PROPN,1
tuesdays,Tuesday,PROPN,1
yawnin,yawnin,NOUN,1
sixtee,sixtee,NOUN,1
draco,Draco,PROPN,1
tined,tine,VERB,1
con,con,VERB,1
vvv,vvv,NOUN,1
wee,wee,X,1
wil,will,AUX,1
quar,quar,NOUN,1
clot,clot,NOUN,1
alten,Alten,X,1
raise,raise,NOUN,1
listing,listing,NOUN,1
toe,toe,INTJ,1
gruesome,Gruesome,PROPN,1
porky,Porky,PROPN,1
bully,bully,VERB,1
nonfunctional,nonfunctional,ADJ,1
bbb,bbb,NOUN,1
dishpan,dishpan,NOUN,1
raarrr,raarrr,PROPN,1
invest,invest,VERB,1
footmen,footmen,NOUN,1
saves,save,NOUN,1
freezin,freezin,VERB,1
brendy,Brendy,PROPN,1
over_floated,over_floate,VERB,1
bugsie,Bugsie,PROPN,1
st,st,NOUN,1
funch,funch,VERB,1
bribri,bribri,NOUN,1
tawny,Tawny,PROPN,1
growlin,growlin,VERB,1
maryie,Maryie,PROPN,1
nicked,nicked,ADJ,1
dara,Dara,PROPN,1
sheeta_pie,Sheeta_pie,PROPN,1
fart_fart,fart_fart,NOUN,1
barrll,barrll,PROPN,1
dd,dd,PROPN,1
maba,maba,PROPN,1
talk,talk,ADJ,1
dat,that,NOUN,1
datcha,datcha,NOUN,1
dia,Dia,PROPN,1
bozo,bozo,PROPN,1
bozo,bozo,NOUN,1
abbys_surprise_visitor,abbys_surprise_visitor,X,1
peo,peo,INTJ,1
county,County,PROPN,1
vince,Vince,PROPN,1
swo,swo,NOUN,1
middlesex,Middlesex,PROPN,1
rees_man,Rees_man,PROPN,1
jaundice,jaundice,NOUN,1
ax,ax,ADV,1
weaken,weaken,VERB,1
sands,sand,VERB,1
janged,jange,VERB,1
pauly,Pauly,PROPN,1
whisked,whisk,VERB,1
wensel,Wensel,PROPN,1
courage,courage,NOUN,1
con,con,X,1
spendin,spendin,NOUN,1
prevention,prevention,NOUN,1
someth,someth,ADV,1
whitsky,Whitsky,PROPN,1
danc,danc,NOUN,1
guppies,Guppy,PROPN,1
summary,summary,NOUN,1
bo_beep,Bo_Beep,PROPN,1
beekeeper,beekeeper,NOUN,1
go_go,go_go,VERB,1
red_riding_hood,Red_Riding_Hood,PROPN,1
mom's,mom',ADJ,1
childhood,childhood,NOUN,1
condor,condor,NOUN,1
ro,ro,X,1
x,x,INTJ,1
aloft,aloft,ADV,1
sharp,sharp,VERB,1
rebinned,rebin,VERB,1
the_sleeping_beauty,The_Sleeping_Beauty,PROPN,1
the_three_little_pigs,the_three_little_pigs,X,1
the_lady_and_the_tramp,the_lady_and_the_tramp,X,1
tubby_the_tugboat,Tubby_the_tugboat,PROPN,1
aberrant,aberrant,NOUN,1
silent_eaves,Silent_Eaves,PROPN,1
silent,Silent,ADJ,1
highly,highly,ADV,1
moonman,Moonman,PROPN,1
fracas,fraca,NOUN,1
wond,wond,ADJ,1
paxton's,Paxton's,PROPN,1
woks,wok,NOUN,1
distribute,distribute,VERB,1
pressing,press,NOUN,1
dainng,dainng,PROPN,1
orangeade,orangeade,PROPN,1
disgusted,disgusted,ADJ,1
oops_a_dai,oops_a_dai,PROPN,1
r,be,PART,1
trapper,trapper,NOUN,1
bicycling,bicycling,VERB,1
peg,peg,X,1
verbally,verbally,ADV,1
lamaks,lamak,NOUN,1
pentok,pentok,NOUN,1
wise,wise,NOUN,1
joked,joke,VERB,1
glory,Glory,PROPN,1
pooocha_pun_pooch,pooocha_pun_pooch,PROPN,1
sen,sen,ADJ,1
woody_wodpecker,Woody_Wodpecker,PROPN,1
muns,Muns,PROPN,1
happi,happi,NOUN,1
mark_ky_ky,Mark_ky_ky,PROPN,1
chu,chu,VERB,1
en,en,SCONJ,1
chump,chump,VERB,1
pllwee,pllwee,INTJ,1
kkkk,kkkk,NOUN,1
da_da_da_da,da_da_da_da,PROPN,1
spanka,spanka,PROPN,1
spanka,spanka,NOUN,1
tewy_goey_tewy_goey,tewy_goey_tewy_goey,X,1
inde,inde,PROPN,1
tewy_gooey_chewy_goey,tewy_gooey_chewy_goey,PROPN,1
chewy_gooey_chewy_gooey,chewy_gooey_chewy_gooey,X,1
cash_regi,cash_regi,NOUN,1
cash_register,cash_register,NOUN,1
doorknob,doorknob,VERB,1
darlingest,darlyng,ADJ,1
comin,comin,INTJ,1
misunderstand,misunderstand,VERB,1
hmming,hmme,VERB,1
te,the,NOUN,1
thudar,Thudar,PROPN,1
lasts,last,VERB,1
wou,wou,VERB,1
manglors,manglor,NOUN,1
survives,survive,VERB,1
chutes_and_ladder,Chutes_and_Ladder,PROPN,1
viewers,viewer,NOUN,1
cheapped,cheappp,VERB,1
folley,folley,ADJ,1
folleyisi,folleyisi,ADJ,1
gallactic,Gallactic,PROPN,1
qualifies,qualify,VERB,1
qualify,qualify,VERB,1
b's,B's,PROPN,1
snowman's,snowman',NOUN,1
everythi,everythi,INTJ,1
after_mash,After_Mash,PROPN,1
reruns,rerun,NOUN,1
rerun,rerun,VERB,1
criteria,criterion,NOUN,1
apology,apology,NOUN,1
sac,sac,PROPN,1
raiders,raider,NOUN,1
arch,Arch,PROPN,1
lisa's,Lisa',PROPN,1
you_can't_do_that_on_television,you_can't_do_that_on_television,X,1
deli,deli,NOUN,1
delictation,delictation,NOUN,1
dukes_of_hazzards,Dukes_of_Hazzards,PROPN,1
striation,striation,NOUN,1
victorious,victorious,ADJ,1
grover_the_cleaner_upper,Grover_the_cleaner_upper,PROPN,1
institution,institution,NOUN,1
beaten,beat,VERB,1
manglors,Manglor,PROPN,1
ufo,UFO,PROPN,1
robsie,Robsie,PROPN,1
furni,furni,NOUN,1
daddy'll,daddy'll,NOUN,1
meltin,meltin,NOUN,1
rrrrrit,rrrrrit,X,1
pewsh,pewsh,NOUN,1
spankin,spankin,VERB,1
madness,madness,NOUN,1
fudgec,fudgec,NOUN,1
morphological,morphological,ADJ,1
fudgecicle,fudgecicle,NOUN,1
children_of_the_lost_ark,Children_of_the_lost_ark,PROPN,1
dumbfound,dumbfound,ADJ,1
dumbfounded,dumbfound,VERB,1
filmed,film,VERB,1
heaty,heaty,ADJ,1
booh,booh,NOUN,1
rrrit,rrrit,VERB,1
benjie,Benjie,PROPN,1
oned,one,VERB,1
twoed,two,VERB,1
threed,three,VERB,1
won't,won't,INTJ,1
nowhe,nowhe,NOUN,1
talon_fighter,Talon_fighter,PROPN,1
beegayguhpuhgay,beegayguhpuhgay,PROPN,1
deegkaiguhgeehaik,deegkaiguhgeehaik,PROPN,1
dubeegpubnife,dubeegpubnife,PROPN,1
guessin,guessin,PROPN,1
apply,apply,VERB,1
hgggg,hgggg,X,1
rrit,rrit,NOUN,1
elmer,Elmer,PROPN,1
jar,jar,VERB,1
pookh,pookh,INTJ,1
whhheee,whhheee,NOUN,1
richard's,Richard's,PROPN,1
preten,preten,ADJ,1
cuther,cuther,NOUN,1
'a,'a,PROPN,1
yep,yep,X,1
deactivated,deactivate,VERB,1
activated,activate,VERB,1
nim,nim,NOUN,1
hyp,hyp,VERB,1
nudge,nudge,NOUN,1
sliced,slice,ADJ,1
beams,beam,NOUN,1
i'm,if,ADP,1
pwchh,pwchh,INTJ,1
rribit,rribit,INTJ,1
rribit,rribit,X,1
chatty_bab,Chatty_bab,PROPN,1
receptive,receptive,ADJ,1
onls,onls,ADV,1
strugglin,strugglin,NOUN,1
chatty_kessy,Chatty_Kessy,PROPN,1
duhbluh,duhbluh,PROPN,1
fudd,Fudd,PROPN,1
urr,urr,X,1
pal,pal,PROPN,1
pch,pch,NOUN,1
kch,kch,NOUN,1
wont,go,VERB,1
aun,Aun,PROPN,1
mea,mua,VERB,1
cuddlies,cuddly,NOUN,1
soakin,soakin,VERB,1
whoopa,whoopa,PROPN,1
feathery,feathery,NOUN,1
taxes,tax,NOUN,1
jophes,Jophes,PROPN,1
sant,Sant,PROPN,1
sawn,sawn,VERB,1
raiders,Raiders,PROPN,1
bbbppp,bbbppp,INTJ,1
thanks,thanks,VERB,1
who'd,who'd,ADV,1
carnegie_mellon,Carnegie_Mellon,PROPN,1
carnelli,Carnelli,PROPN,1
m_and_m's,m_and_m',NOUN,1
bang_bang,bang_bang,X,1
bright,Bright,PROPN,1
bridie,Bridie,PROPN,1
t's,T's,PROPN,1
candy_fashions,Candy_Fashions,PROPN,1
tender_hearted,Tender_hearted,PROPN,1
lis,lis,NOUN,1
tender_heart,Tender_Heart,PROPN,1
lovey_bear,Lovey_Bear,PROPN,1
bum's,bums,NOUN,1
fac,fac,NOUN,1
cronin,Cronin,PROPN,1
knives,knife,VERB,1
modeling,model,VERB,1
bang_bang,bang_bang,PROPN,1
ponys,pony,NOUN,1
view_master,view_master,NOUN,1
glues,glue,VERB,1
consideration,consideration,NOUN,1
years,Year,PROPN,1
slll,slll,NOUN,1
footman,footman,ADJ,1
hatte,Hatte,PROPN,1
simeone's,Simeone',PROPN,1
arrrrr,arrrrr,NOUN,1
cha_cha,cha_cha,INTJ,1
cha_cha,Cha_cha,PROPN,1
avail,avail,ADJ,1
swap,swap,NOUN,1
chantiy,Chantiy,PROPN,1
nerve,nerve,VERB,1
inspected,inspect,VERB,1
dum_de_dum_dum,dum_de_dum_dum,PROPN,1
skippin,skippin,NOUN,1
gad,gad,ADJ,1
ptoue,ptoue,INTJ,1
slei,slei,NOUN,1
jingles,jingle,VERB,1
gg,GG,PROPN,1
fuba,fuba,NOUN,1
higgy,Higgy,PROPN,1
alle,Alle,PROPN,1
reversed,reverse,VERB,1
shi,shi,INTJ,1
finge,finge,NOUN,1
underleg,underleg,NOUN,1
modeling,modeling,NOUN,1
tingling,tingle,VERB,1
lalalala,lalalala,INTJ,1
beepbeep,beepbeep,INTJ,1
kello,Kello,PROPN,1
headless,headless,ADJ,1
guardian,guardian,ADJ,1
duba,duba,NOUN,1
goddy,goddy,ADJ,1
debba,debba,PROPN,1
kissies,kissie,NOUN,1
special_k,Special_K,PROPN,1
sabatahaha,sabatahaha,PROPN,1
babba,babba,PROPN,1
christma,Christma,PROPN,1
christma,Christma,ADJ,1
wee,wee,PRON,1
fourwee,fourwee,NOUN,1
brian_snowman,Brian_Snowman,PROPN,1
koka_ee_wawa,koka_ee_wawa,PROPN,1
koteelallylola,koteelallylola,X,1
lollaleelaleeloolooloo,lollaleelaleeloolooloo,PROPN,1
kodahdeeda,kodahdeeda,X,1
ollylahlah,ollylahlah,PROPN,1
laa,laa,PROPN,1
dahdadadadadahda,dahdadadadahda,PROPN,1
yoi,yoi,X,1
yawn,yawn,X,1
return_of_the_jedi,Return_Of_the_Jedi,PROPN,1
bahbum,bahbum,PROPN,1
deelodeelowdeelodeelowdeelodeelowdeelalalalala,deelodeelowdeelodeelowdeelodeelowdeelalalalala,X,1
loolooloo,loolooloo,X,1
wrappers,wrapper,NOUN,1
chri,Chri,PROPN,1
marsh,Marsh,PROPN,1
putnam,Putnam,PROPN,1
air,air,VERB,1
reassemble,reassemble,VERB,1
reattach,reattach,VERB,1
mally,Mally,PROPN,1
apart,apart,ADP,1
suga,suga,VERB,1
chock,chock,VERB,1
rud,Rud,PROPN,1
rein,rein,NOUN,1
finge,finge,VERB,1
ar,be,VERB,1
mangle,mangle,NOUN,1
putnum,Putnum,PROPN,1
rouge,rouge,VERB,1
pigpen,Pigpen,PROPN,1
loya,loya,NOUN,1
gua,gua,NOUN,1
emper,emper,ADJ,1
candycanes,candycane,NOUN,1
kn,kn,ADV,1
vvvvvv,vvvvvv,PROPN,1
candycane,candycane,PROPN,1
visual,visual,ADJ,1
mentally,mentally,ADV,1
fudgecicle,fudgecicle,PROPN,1
pigger,pigger,NOUN,1
joseph's,Joseph's,PROPN,1
pigman,pigman,NOUN,1
ni,not,PART,1
reconstructed,reconstruct,VERB,1
headstart,headstart,NOUN,1
pineapple_sweet,Pineapple_sweet,PROPN,1
tassels,tassel,NOUN,1
kiki,kiki,INTJ,1
kost,kost,VERB,1
ar,be,ADP,1
budoo,budoo,NOUN,1
boulders,boulder,NOUN,1
rapids,rapid,PROPN,1
fiberglass,fiberglass,NOUN,1
buhl,Buhl,PROPN,1
tonnie,tonnie,NOUN,1
transformer,Transformer,PROPN,1
bussie_bussie,bussie_bussie,NOUN,1
celebrates,celebrate,VERB,1
wan,want,PROPN,1
new_york,New_york,PROPN,1
spain,Spain,PROPN,1
ballie,ballie,PROPN,1
ing,Ing,PROPN,1
inga,Inga,PROPN,1
ingari,Ingari,PROPN,1
kik,kik,INTJ,1
pilgrim,Pilgrim,PROPN,1
uis,uis,VERB,1
massachussets,Massachussets,PROPN,1
religious,religious,ADJ,1
beliefs,belief,NOUN,1
bad_nose_bill,Bad_Nose_Bill,PROPN,1
bride,bride,NOUN,1
gwowia,Gwowia,PROPN,1
bogu,bogu,PROPN,1
campout,campout,VERB,1
gay,gay,PROPN,1
lunchtime,lunchtime,ADJ,1
extended,extend,VERB,1
symbols,symbol,NOUN,1
bomb,bomb,VERB,1
missles,missle,NOUN,1
freaked,freak,VERB,1
firmly,firmly,ADV,1
transcend,transcend,VERB,1
bigfoot,Bigfoot,PROPN,1
ginggo,ginggo,PROPN,1
pitched,pitch,VERB,1
kitten_kapoodle,kitten_kapoodle,PROPN,1
charston,Charston,PROPN,1
satch,Satch,PROPN,1
n-,n-,INTJ,1
vests,vest,NOUN,1
bobu,bobu,PROPN,1
claus'll,Claus'll,PROPN,1
keeper_upper,keeper_upper,NOUN,1
cor,cor,NOUN,1
gluggle,gluggle,NOUN,1
whate,whate,NOUN,1
organization,organization,NOUN,1
cri,co,VERB,1
creek,creek,VERB,1
wag,wag,PROPN,1
praise,praise,VERB,1
carrots,carrot,VERB,1
who's,whose,DET,1
fearful,fearful,ADJ,1
appetizer,appetizer,NOUN,1
swooped,swoop,VERB,1
croder,Croder,PROPN,1
caricature,caricature,NOUN,1
t_v,t_v,X,1
bvv,bVv,PROPN,1
fudged,fud,VERB,1
creepy_crawlys,Creepy_crawlys,PROPN,1
worriers,worrier,NOUN,1
starriors,starrior,NOUN,1
son_ababa,Son_ababa,PROPN,1
mare,mare,PROPN,1
lappie,lappie,NOUN,1
drains,drain,VERB,1
everybodys,everybody,NOUN,1
perfection,perfection,NOUN,1
movers,mover,NOUN,1
penfield,Penfield,PROPN,1
spush,spush,VERB,1
rationalize,rationalize,VERB,1
how,how,NOUN,1
gomp,gomp,NOUN,1
imbibed,imbib,VERB,1
bumbum,bumbum,NOUN,1
bum_bum_bum,bum_bum_bum,X,1
patterson's,Pattersond,PROPN,1
reveling,revel,VERB,1
bickle_bickle_back,bickle_bickle_back,NOUN,1
timed,time,VERB,1
whamo,whamo,PROPN,1
whamo,whamo,NOUN,1
sorely,sorely,ADV,1
vh,vh,PROPN,1
cross,Cross,PROPN,1
hol,Hol,PROPN,1
iron,Iron,ADJ,1
sparkle,sparkle,ADJ,1
swing_a_wing,swing_a_w,VERB,1
pole_position,Pole_Position,PROPN,1
raf,Raf,PROPN,1
m_t_vl,M_T_Vl,PROPN,1
sackville,Sackville,PROPN,1
whu,whu,INTJ,1
ken,ken,NOUN,1
teensiest,teensy,ADJ,1
gourmet,gourmet,NOUN,1
watch,watch,PROPN,1
forg,forg,NOUN,1
butt,butt,VERB,1
aiz,aiz,NOUN,1
zortan,Zortan,PROPN,1
zorpoop,zorpoop,PROPN,1
rotty,rotty,ADJ,1
straighten,straighten,ADJ,1
rain_brite,Rain_Brite,PROPN,1
kissy_poo,kissy_poo,NOUN,1
handcuffed,handcuff,VERB,1
aro,aro,ADV,1
shrub,shrub,NOUN,1
colnes,Colnes,PROPN,1
translate,translate,VERB,1
difficulty,difficulty,NOUN,1
ai,ai,NOUN,1
ronny,ronny,PROPN,1
ats,ats,ADP,1
peekaboo,peekaboo,VERB,1
bratito,bratito,NOUN,1
covering,cover,ADJ,1
hea,hea,INTJ,1
doego,doego,NOUN,1
cabin_by_the_woods,Cabin_By_The_Woods,PROPN,1
missus_kates,Missus_Kates,PROPN,1
top_middle_base,Top_middle_base,PROPN,1
reag,Reag,PROPN,1
reag,reag,VERB,1
karate_kid,Karate_kid,PROPN,1
dieda,dieda,PROPN,1
punches,punch,VERB,1
doedie,doedie,X,1
bratito,bratito,PROPN,1
ear,Ear,PROPN,1
oucho,oucho,PROPN,1
jingo,jingo,NOUN,1
gloop_a_gloop,gloop_a_gloop,PROPN,1
atrehu,Atrehu,PROPN,1
fouled,foul,VERB,1
poor_po,Poor_Po,PROPN,1
mumblin,mumblin,ADJ,1
shoots_and_ladders,Shoots_and_Ladders,PROPN,1
epoxied,epoxy,VERB,1
babyish,babyish,NOUN,1
leg,leg,INTJ,1
ginglinglinglingling,ginglinglinglingling,PROPN,1
kn,kn,PROPN,1
beau,Beau,PROPN,1
wri,wri,NOUN,1
dad_dad,Dad_dad,PROPN,1
cadillac,Cadillac,PROPN,1
quickish,quickish,INTJ,1
bow_bow,bow_bow,PROPN,1
spikito,spikito,NOUN,1
tickle_do,Tickle_Do,PROPN,1
sli,sli,NOUN,1
cir,cir,PROPN,1
